Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
Tennessee,2020,33,2020-08-15,1678,1503,21,288,58,76,25,81,15,24,17,318,74,178,161,,,,,,,,,,,,,,,
Tennessee,2020,34,2020-08-22,1687,1484,26,278,53,71,30,78,24,22,15,356,73,140,130,,,,,,,,,,,,,,,
Tennessee,2020,35,2020-08-29,1709,1542,19,287,50,71,21,83,19,28,17,344,87,181,162,,,,,,,,,,,,,,,
Tennessee,2020,36,2020-09-05,1624,1475,17,268,52,74,21,80,20,19,20,343,77,151,134,,,,,,,,,,,,,,,
Tennessee,2020,37,2020-09-12,1727,1541,11,266,54,72,26,89,25,14,15,362,83,185,170,,,,,,,,,,,,,,,
Tennessee,2020,38,2020-09-19,1620,1444,14,277,43,70,30,70,29,21,27,321,73,155,147,,,,,,,,,,,,,,,
Tennessee,2020,39,2020-09-26,1743,1561,26,312,39,77,29,79,28,16,21,375,78,170,159,,,,,,,,,,,,,,,
Tennessee,2020,40,2020-10-03,1732,1530,21,292,58,66,17,97,12,22,24,372,65,135,125,,,,,,,,,,,,,,,
Tennessee,2020,41,2020-10-10,1769,1593,17,317,61,68,22,100,19,24,19,333,76,183,167,,,,,,,,,,,,,,,
Tennessee,2020,42,2020-10-17,1784,1579,19,293,52,64,29,91,20,16,16,371,80,229,199,,,,,,,,,,,,,,,
Tennessee,2020,43,2020-10-24,1787,1610,16,267,43,68,37,78,19,11,19,368,93,237,216,,,,,,,,,,,,,,,
Tennessee,2020,44,2020-10-31,1841,1679,13,301,58,66,29,88,27,20,12,353,95,261,244,,,,,,,,,,,,,,,
Tennessee,2020,45,2020-11-07,1815,1641,19,292,45,62,24,104,20,23,20,372,75,283,258,,,,,,,,,,,,,,,
Tennessee,2020,46,2020-11-14,1935,1743,26,282,50,70,30,92,23,20,17,384,92,311,277,,,,,,,,,,,,,,,
Tennessee,2020,47,2020-11-21,2001,1814,16,306,58,68,23,102,24,20,11,349,94,412,370,,,,,,,,,,,,,,,
Tennessee,2020,48,2020-11-28,1919,1785,22,281,42,64,24,87,21,17,25,374,78,452,405,,,,,,,,,,,,,,,
Tennessee,2020,49,2020-12-05,2200,2028,32,281,61,79,31,85,23,31,25,423,91,528,487,,,,,,,,,,,,,,,
Tennessee,2020,50,2020-12-12,2188,2018,28,284,64,91,37,93,30,21,14,406,95,529,487,,,,,,,,,,,,,,,
Tennessee,2020,51,2020-12-19,2174,2007,22,279,43,77,23,86,21,28,22,367,93,603,564,,,,,,,,,,,,,,,
Tennessee,2020,52,2020-12-26,2361,2177,24,269,74,82,26,84,22,23,21,406,85,701,652,,,,,,,,,,,,,,,
Tennessee,2020,53,2021-01-02,2365,2186,19,258,70,86,38,92,25,17,14,430,88,677,617,,,,,,,,,,,,,,,
Tennessee,2021,1,2021-01-09,2419,2256,22,257,62,83,38,96,21,16,41,403,106,766,720,,,,,,,,,,,,,,,
Tennessee,2021,2,2021-01-16,2304,2122,21,277,65,69,30,91,25,34,20,370,87,673,635,,,,,,,,,,,,,,,
Tennessee,2021,3,2021-01-23,2283,2119,25,294,43,61,28,98,28,26,27,405,94,629,590,,,,,,,,,,,,,,,
Tennessee,2021,4,2021-01-30,2077,1893,27,268,47,73,19,75,20,33,33,378,84,490,447,,,,,,,,,,,,,,,
Tennessee,2021,5,2021-02-06,1941,1722,23,281,50,64,16,80,23,27,27,395,84,344,308,,,,,,,,,,,,,,,
Tennessee,2021,6,2021-02-13,1767,1615,16,303,64,68,24,67,20,21,34,364,87,240,209,,,,,,,,,,,,,,,
Tennessee,2021,7,2021-02-20,1785,1641,24,249,72,53,25,94,18,37,45,396,80,244,212,,,,,,,,,,,,,,,
Tennessee,2021,8,2021-02-27,1741,1562,22,291,58,68,18,65,23,25,42,359,74,173,150,,,,,,,,,,,,,,,
Tennessee,2021,9,2021-03-06,1651,1500,25,269,61,63,22,64,20,28,50,336,77,148,135,,,,,,,,,,,,,,,
Tennessee,2021,10,2021-03-13,1591,1450,35,263,44,45,21,77,18,22,47,346,68,153,129,,,,,,,,,,,,,,,
Tennessee,2021,11,2021-03-20,1564,1397,26,297,39,51,23,86,21,20,51,326,68,97,82,,,,,,,,,,,,,,,
Tennessee,2021,12,2021-03-27,1642,1499,26,282,50,57,22,87,16,14,73,360,80,123,112,,,,,,,,,,,,,,,
Tennessee,2021,13,2021-04-03,1551,1416,24,290,43,49,20,78,15,20,85,311,71,101,89,,,,,,,,,,,,,,,
Tennessee,2021,14,2021-04-10,1672,1526,22,257,58,55,18,91,22,25,97,368,67,127,112,,,,,,,,,,,,,,,
Tennessee,2021,15,2021-04-17,1592,1465,20,280,53,42,22,80,20,30,98,355,69,101,88,,,,,,,,,,,,,,,
Tennessee,2021,16,2021-04-24,1648,1521,25,299,46,61,22,83,22,23,119,339,79,118,99,,,,,,,,,,,,,,,
Tennessee,2021,17,2021-05-01,1607,1474,17,296,44,59,25,80,25,26,114,334,53,110,94,,,,,,,,,,,,,,,
Tennessee,2021,18,2021-05-08,1595,1493,22,257,48,45,19,87,20,24,143,342,67,110,99,,,,,,,,,,,,,,,
Tennessee,2021,19,2021-05-15,1559,1473,22,276,39,48,20,91,20,18,164,314,63,107,97,,,,,,,,,,,,,,,
Tennessee,2021,20,2021-05-22,1422,1346,16,267,42,44,21,102,17,18,135,262,60,87,83,,,,,,,,,,,,,,,
Tennessee,2021,21,2021-05-29,1275,1218,16,253,44,57,15,68,25,18,121,227,62,65,57,,,,,,,,,,,,,,,
Tennessee,2021,22,2021-06-05,967,913,,193,26,27,10,63,13,15,110,180,50,39,34,,,Suppressed (counts 1-9),,,,,,,,,,,,
Texas,2020,1,2020-01-04,4325,3949,73,798,135,227,117,226,91,85,41,1001,221,0,0,,,,,,,,,,,,,,,
Texas,2020,2,2020-01-11,4564,4203,84,862,160,216,121,258,75,92,35,1005,264,0,0,,,,,,,,,,,,,,,
Texas,2020,3,2020-01-18,4250,3908,59,840,158,212,101,240,78,89,26,966,206,0,0,,,,,,,,,,,,,,,
Texas,2020,4,2020-01-25,4128,3798,66,825,129,195,90,198,59,79,44,992,217,0,0,,,,,,,,,,,,,,,
Texas,2020,5,2020-02-01,4174,3823,67,863,137,196,83,218,63,85,29,959,210,0,0,,,,,,,,,,,,,,,
Texas,2020,6,2020-02-08,4322,3968,84,860,159,217,98,221,68,76,27,1018,202,0,0,,,,,,,,,,,,,,,
Texas,2020,7,2020-02-15,4343,4006,64,889,143,229,97,247,60,74,45,992,242,0,0,,,,,,,,,,,,,,,
Texas,2020,8,2020-02-22,4221,3849,57,822,140,212,99,247,59,81,28,986,206,0,0,,,,,,,,,,,,,,,
Texas,2020,9,2020-02-29,4146,3802,51,849,146,188,82,258,68,97,40,947,228,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Texas,2020,10,2020-03-07,4172,3865,68,836,121,203,93,225,65,92,36,952,244,,0,,,,,,,,,,,,,,Suppressed (counts 1-9),
Texas,2020,11,2020-03-14,4169,3786,67,779,142,224,89,216,59,97,27,950,232,0,0,,,,,,,,,,,,,,,
Texas,2020,12,2020-03-21,4256,3932,63,885,147,199,92,219,50,82,30,971,224,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Texas,2020,13,2020-03-28,4259,3902,75,822,167,252,88,219,59,79,25,950,213,44,44,,,,,,,,,,,,,,,
Texas,2020,14,2020-04-04,4186,3877,77,798,135,209,89,221,64,86,23,920,210,131,126,,,,,,,,,,,,,,,
Texas,2020,15,2020-04-11,4266,3930,69,823,158,214,84,205,53,93,16,927,238,205,191,,,,,,,,,,,,,,,
Texas,2020,16,2020-04-18,4294,3939,55,812,176,212,58,210,51,85,35,894,233,238,230,,,,,,,,,,,,,,,
Texas,2020,17,2020-04-25,4464,4100,64,847,149,219,71,218,47,82,36,1013,221,244,227,,,,,,,,,,,,,,,
Texas,2020,18,2020-05-02,4264,3881,69,769,137,230,69,183,64,91,27,888,226,238,224,,,,,,,,,,,,,,,
Texas,2020,19,2020-05-09,4278,3914,71,793,126,200,60,216,52,85,22,939,209,228,215,,,,,,,,,,,,,,,
Texas,2020,20,2020-05-16,4280,3888,62,788,132,209,52,193,66,74,32,920,208,253,236,,,,,,,,,,,,,,,
Texas,2020,21,2020-05-23,4255,3862,64,806,161,223,69,203,43,83,41,897,221,171,160,,,,,,,,,,,,,,,
Texas,2020,22,2020-05-30,4156,3782,61,767,150,168,56,207,61,84,22,911,214,217,206,,,,,,,,,,,,,,,
Texas,2020,23,2020-06-06,4229,3806,75,753,126,218,56,175,45,75,21,944,226,182,173,,,,,,,,,,,,,,,
Texas,2020,24,2020-06-13,4396,3970,68,826,134,234,53,186,42,75,37,929,222,226,208,,,,,,,,,,,,,,,
Texas,2020,25,2020-06-20,4509,4062,58,845,141,233,76,195,54,77,38,907,205,306,291,,,,,,,,,,,,,,,
Texas,2020,26,2020-06-27,4566,4164,66,774,134,209,52,184,49,95,43,972,223,443,403,,,,,,,,,,,,,,,
Texas,2020,27,2020-07-04,5037,4614,68,785,156,203,34,207,47,100,46,998,232,815,775,,,,,,,,,,,,,,,
Texas,2020,28,2020-07-11,5770,5328,74,834,186,253,66,173,43,106,42,1103,236,1276,1207,,,,,,,,,,,,,,,
Texas,2020,29,2020-07-18,6263,5829,76,821,168,294,67,212,51,97,38,1100,234,1759,1662,,,,,,,,,,,,,,,
Texas,2020,30,2020-07-25,6308,5896,68,771,182,263,59,208,52,88,46,1070,207,1890,1788,,,,,,,,,,,,,,,
Texas,2020,31,2020-08-01,5953,5553,64,791,178,276,68,198,63,93,43,977,225,1731,1657,,,,,,,,,,,,,,,
Texas,2020,32,2020-08-08,5713,5297,68,795,162,219,71,190,45,86,40,975,232,1493,1422,,,,,,,,,,,,,,,
Texas,2020,33,2020-08-15,5782,5328,54,821,175,272,59,177,59,72,37,1047,213,1375,1302,,,,,,,,,,,,,,,
Texas,2020,34,2020-08-22,5033,4613,49,762,158,244,62,197,49,55,37,906,206,1004,941,,,,,,,,,,,,,,,
Texas,2020,35,2020-08-29,5137,4702,68,824,157,277,68,183,54,80,29,989,206,851,779,,,,,,,,,,,,,,,
Texas,2020,36,2020-09-05,4941,4532,65,844,141,258,50,184,50,91,28,984,235,703,638,,,,,,,,,,,,,,,
Texas,2020,37,2020-09-12,4653,4289,57,789,141,204,47,192,70,90,41,929,243,578,535,,,,,,,,,,,,,,,
Texas,2020,38,2020-09-19,4600,4226,85,866,143,236,47,162,54,87,45,894,236,521,467,,,,,,,,,,,,,,,
Texas,2020,39,2020-09-26,4543,4177,60,838,171,222,45,174,41,88,35,888,219,513,476,,,,,,,,,,,,,,,
Texas,2020,40,2020-10-03,4588,4171,66,834,150,232,54,185,48,79,34,917,213,437,384,,,,,,,,,,,,,,,
Texas,2020,41,2020-10-10,4718,4316,69,835,148,251,50,175,53,81,38,991,240,501,460,,,,,,,,,,,,,,,
Texas,2020,42,2020-10-17,4534,4186,60,789,148,239,62,178,48,91,33,890,224,564,504,,,,,,,,,,,,,,,
Texas,2020,43,2020-10-24,4809,4404,56,807,160,210,55,181,47,83,37,963,248,694,634,,,,,,,,,,,,,,,
Texas,2020,44,2020-10-31,5163,4765,56,856,157,224,56,151,60,76,33,1004,251,894,826,,,,,,,,,,,,,,,
Texas,2020,45,2020-11-07,5399,5012,61,866,150,262,64,212,62,91,42,1021,243,1014,949,,,,,,,,,,,,,,,
Texas,2020,46,2020-11-14,5438,5034,66,854,166,262,47,181,48,79,29,982,227,1152,1077,,,,,,,,,,,,,,,
Texas,2020,47,2020-11-21,5430,5050,73,738,170,234,61,206,53,98,51,956,228,1262,1178,,,,,,,,,,,,,,,
Texas,2020,48,2020-11-28,5595,5191,60,803,188,209,64,172,56,74,49,953,217,1392,1297,,,,,,,,,,,,,,,
Texas,2020,49,2020-12-05,5635,5222,66,756,166,243,77,184,59,94,36,992,224,1471,1364,,,,,,,,,,,,,,,
Texas,2020,50,2020-12-12,6055,5644,82,822,160,252,51,185,66,81,38,1062,271,1628,1537,,,,,,,,,,,,,,,
Texas,2020,51,2020-12-19,6184,5771,80,818,189,256,58,208,64,94,44,1087,286,1663,1572,,,,,,,,,,,,,,,
Texas,2020,52,2020-12-26,6132,5739,81,820,180,268,63,193,62,97,50,1054,221,1758,1657,,,,,,,,,,,,,,,
Texas,2020,53,2021-01-02,6536,6099,70,789,179,293,49,225,58,99,46,1108,256,2007,1882,,,,,,,,,,,,,,,
Texas,2021,1,2021-01-09,6965,6571,64,762,188,246,78,200,70,102,37,1084,262,2537,2387,,,,,,,,,,,,,,,
Texas,2021,2,2021-01-16,7194,6792,74,824,189,280,76,201,79,96,49,1141,271,2556,2405,,,,,,,,,,,,,,,
Texas,2021,3,2021-01-23,6983,6598,75,861,174,299,83,213,46,117,62,1072,259,2433,2280,,,,,,,,,,,,,,,
Texas,2021,4,2021-01-30,6627,6272,63,814,162,235,68,201,70,120,74,997,277,2277,2129,,,,,,,,,,,,,,,
Texas,2021,5,2021-02-06,6227,5853,69,840,158,207,63,192,66,95,67,1037,241,1915,1776,,,,,,,,,,,,,,,
Texas,2021,6,2021-02-13,5874,5478,78,801,172,226,71,190,68,86,72,1013,245,1555,1434,,,,,,,,,,,,,,,
Texas,2021,7,2021-02-20,6384,5893,95,779,243,248,66,226,67,109,109,1249,272,1386,1264,,,,,,,,,,,,,,,
Texas,2021,8,2021-02-27,5635,5226,81,823,184,249,76,206,71,98,94,1033,262,1100,1002,,,,,,,,,,,,,,,
Texas,2021,9,2021-03-06,5158,4757,86,835,155,214,60,195,50,104,76,995,229,858,770,,,,,,,,,,,,,,,
Texas,2021,10,2021-03-13,4897,4543,83,793,138,213,47,188,53,99,101,995,276,696,626,,,,,,,,,,,,,,,
Texas,2021,11,2021-03-20,4577,4153,52,746,165,171,53,149,64,83,146,881,229,567,516,,,,,,,,,,,,,,,
Texas,2021,12,2021-03-27,4518,4165,57,809,136,211,61,194,53,71,140,911,225,441,392,,,,,,,,,,,,,,,
Texas,2021,13,2021-04-03,4371,4035,62,766,148,159,65,159,62,79,145,924,211,350,300,,,,,,,,,,,,,,,
Texas,2021,14,2021-04-10,4513,4141,80,813,131,201,53,171,54,88,165,908,246,352,292,,,,,,,,,,,,,,,
Texas,2021,15,2021-04-17,4218,3872,68,774,138,175,46,154,49,66,200,884,231,336,292,,,,,,,,,,,,,,,
Texas,2021,16,2021-04-24,4448,4143,60,763,138,181,50,179,54,92,250,975,221,323,287,,,,,,,,,,,,,,,
Texas,2021,17,2021-05-01,4293,4006,59,848,146,203,43,183,47,73,218,820,228,286,256,,,,,,,,,,,,,,,
Texas,2021,18,2021-05-08,4191,3917,62,823,131,173,48,208,66,73,265,833,206,280,247,,,,,,,,,,,,,,,
Texas,2021,19,2021-05-15,4066,3804,55,803,123,162,43,170,52,58,230,785,223,261,225,,,,,,,,,,,,,,,
Texas,2021,20,2021-05-22,3779,3555,55,752,112,181,40,170,47,73,234,701,207,223,201,,,,,,,,,,,,,,,
Texas,2021,21,2021-05-29,3218,3048,42,649,93,162,36,144,39,67,208,626,159,189,169,,,,,,,,,,,,,,,
Texas,2021,22,2021-06-05,2228,2150,25,464,60,107,19,118,32,46,157,428,126,114,98,,,,,,,,,,,,,,,
Utah,2020,1,2020-01-04,392,350,,71,18,16,,18,,,,76,17,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,2,2020-01-11,438,381,,76,15,16,,33,,12,,85,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2020,3,2020-01-18,409,358,,68,11,24,,16,,,,82,24,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,4,2020-01-25,390,341,,58,11,16,21,19,,10,,68,27,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2020,5,2020-02-01,364,331,,63,13,24,,20,,11,,78,13,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2020,6,2020-02-08,395,357,,77,11,23,13,26,12,,,81,21,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,7,2020-02-15,414,375,,69,14,26,,26,,,,100,19,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,8,2020-02-22,368,332,,64,20,19,,10,,,,85,17,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,9,2020-02-29,417,373,,53,15,22,11,19,,,,100,23,0,0,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,10,2020-03-07,427,394,,79,17,23,,23,,,,86,22,0,0,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,11,2020-03-14,406,360,,77,,19,11,18,,,,79,21,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,12,2020-03-21,412,376,,64,18,37,15,18,14,,,101,15,0,0,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,13,2020-03-28,395,360,,67,18,16,10,18,10,,,84,11,,,,,Suppressed (counts 1-9),,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Utah,2020,14,2020-04-04,408,376,,84,15,23,,12,,,,86,21,11,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9)
Utah,2020,15,2020-04-11,382,335,,61,19,18,,28,,,,80,15,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Utah,2020,16,2020-04-18,388,342,,88,20,23,,15,,,,63,15,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Utah,2020,17,2020-04-25,410,360,,64,15,31,,20,,,,84,10,16,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,18,2020-05-02,381,347,,70,19,23,,15,,,,66,21,12,11,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,19,2020-05-09,372,331,,51,16,20,,,,,,74,22,18,17,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,20,2020-05-16,403,350,,68,17,17,,17,,,,81,25,17,16,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,21,2020-05-23,374,327,,52,,14,,15,,11,,80,22,15,14,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2020,22,2020-05-30,390,339,,56,13,23,,13,,,,98,15,12,12,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,23,2020-06-06,410,354,,58,18,29,,22,,,,80,28,12,10,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,24,2020-06-13,388,345,,58,13,20,,25,,,,71,21,20,17,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,25,2020-06-20,402,366,,77,29,17,,12,,,,79,16,15,14,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,26,2020-06-27,388,341,,67,15,19,,16,,,,75,17,13,12,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,27,2020-07-04,438,372,,59,16,18,,13,10,,,91,20,22,18,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,28,2020-07-11,407,359,,58,13,23,,17,,,,71,15,36,33,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,29,2020-07-18,435,383,,72,12,21,,17,,,,85,23,30,25,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,30,2020-07-25,437,386,,77,12,24,,13,,,,88,17,45,37,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,31,2020-08-01,435,381,,73,13,16,,25,,,,85,23,26,25,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,32,2020-08-08,449,393,,76,14,20,,20,,,,93,26,29,26,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,33,2020-08-15,450,404,,81,13,23,,19,,,,85,16,32,23,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,34,2020-08-22,422,372,,78,17,16,,21,,,,81,28,18,13,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,35,2020-08-29,377,330,,59,15,23,,19,,,,80,10,11,10,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,36,2020-09-05,367,325,,62,14,18,,20,,,,73,,19,15,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
Utah,2020,37,2020-09-12,382,341,,65,15,22,,18,,,,78,16,12,10,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,38,2020-09-19,400,349,,68,17,14,,11,,,,85,23,,,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Utah,2020,39,2020-09-26,440,400,,81,11,24,,18,,,,94,19,24,18,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,40,2020-10-03,393,347,,76,,15,,14,,,,79,10,29,24,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,41,2020-10-10,443,382,,73,12,24,,16,,,,81,26,45,39,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,42,2020-10-17,424,382,,56,13,20,,12,,11,,94,21,37,32,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2020,43,2020-10-24,442,391,,74,10,20,,18,,,,90,21,38,35,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,44,2020-10-31,460,406,,67,21,18,,21,,,,83,13,56,48,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,45,2020-11-07,453,412,,62,,21,,14,,,,95,16,74,64,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,46,2020-11-14,482,449,,62,21,26,,23,,,,97,18,82,70,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,47,2020-11-21,544,502,,90,12,29,0,23,,11,,78,17,115,101,,,Suppressed (counts 1-9),,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,
Utah,2020,48,2020-11-28,487,441,,59,,19,,13,,,,88,17,117,104,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,49,2020-12-05,538,499,,56,22,31,,21,,,,92,24,132,113,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
Utah,2020,50,2020-12-12,552,501,,80,13,24,,21,,,,89,,136,120,,,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
